school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,Higher Education,Services,Services,Course,Father,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,4,3,2,1,1,5,8,14,15,16
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Teacher,Home,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,Yes,No,5,2,3,1,2,5,4,13,13,14
Gabriel Pereira,Male,16,Rural,Less Or Equal To 3,Living Together,Secondary Education,Secondary Education,Teacher,Other,Home,Father,30 Min To 1 Hour,Less Than 2 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,3,3,4,3,5,3,16,10,11,12
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Teacher,Home,Mother,15 To 30 Min,Less Than 2 Hours,1,No,Yes,No,No,Yes,Yes,Yes,No,4,2,4,2,3,2,30,14,15,16
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,4,5,2,1,2,3,0,11,10,11
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Health,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,3,5,1,5,2,2,14,14,15
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,Other,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,Yes,No,Yes,Yes,Yes,No,No,4,4,3,1,3,4,4,11,12,12
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,No,Yes,No,No,4,4,4,1,3,1,0,14,15,15
Gabriel Pereira,Female,17,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Reputation,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,5,3,2,1,2,3,21,13,13,13
Gabriel Pereira,Female,16,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Services,Reputation,Mother,15 To 30 Min,Greater Than 10 Hours,0,No,Yes,No,Yes,No,Yes,Yes,No,5,3,5,1,1,5,6,13,13,13
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Secondary Education,Higher Education,At Home,Services,Home,Mother,Less Than 15 Min,5 To 10 Hours,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4,4,3,3,4,5,14,8,9,8
Gabriel Pereira,Female,16,Urban,Greater Than 3,Apart,Secondary Education,Primary Education (4Th Grade),Services,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,2,3,3,2,2,4,2,11,11,12
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Teacher,Other,Other,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,1,3,2,1,1,1,4,14,15,15
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,Other,Home,Mother,15 To 30 Min,Less Than 2 Hours,0,No,Yes,No,No,Yes,Yes,No,No,4,3,2,1,4,5,2,12,13,13
Gabriel Pereira,Female,17,Rural,Greater Than 3,Living Together,Higher Education,Secondary Education,Teacher,Other,Reputation,Mother,15 To 30 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,4,2,1,1,4,0,11,12,12
Gabriel Pereira,Female,19,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Other,Other,Reputation,Other,Less Than 15 Min,Greater Than 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,3,3,1,2,3,4,12,12,12
Gabriel Pereira,Male,17,Urban,Less Or Equal To 3,Living Together,Higher Education,Higher Education,Services,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,Yes,5,3,5,4,5,3,15,13,12,12
Gabriel Pereira,Female,16,Urban,Greater Than 3,Apart,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,Yes,No,No,Yes,Yes,Yes,No,3,3,4,1,1,4,0,13,13,13
Gabriel Pereira,Male,18,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,4,4,2,4,5,10,12,11,11
Gabriel Pereira,Female,17,Rural,Less Or Equal To 3,Living Together,Higher Education,Higher Education,Services,Other,Other,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,No,Yes,Yes,No,No,5,2,1,1,2,3,6,12,11,11
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Living Together,Secondary Education,5Th To 9Th Grade,Other,Other,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,No,No,No,No,Yes,Yes,Yes,No,4,4,4,1,3,1,2,14,16,15
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Other,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,No,Yes,Yes,Yes,Yes,3,4,5,2,4,1,16,11,9,10
Gabriel Pereira,Male,18,Urban,Less Or Equal To 3,Living Together,Secondary Education,Secondary Education,Services,Health,Home,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,3,2,4,2,4,4,10,10,10,10
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,At Home,Other,Home,Father,15 To 30 Min,Less Than 2 Hours,0,No,Yes,No,No,Yes,Yes,No,No,3,3,3,1,4,3,4,12,13,13
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,At Home,At Home,Course,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,3,3,1,1,4,0,12,12,13
Gabriel Pereira,Female,17,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),At Home,Services,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,2,5,1,2,5,0,11,10,11
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,Other,Reputation,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,No,Yes,4,3,4,1,1,5,12,12,12,12
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,Services,Teacher,Other,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,No,No,No,Yes,Yes,Yes,No,2,3,1,1,1,3,0,13,13,14
Gabriel Pereira,Male,18,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Home,Mother,15 To 30 Min,2 To 5 Hours,3,No,Yes,Yes,No,Yes,Yes,Yes,No,3,3,3,5,5,4,9,10,9,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Services,Home,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,No,Yes,Yes,No,5,3,2,1,1,5,4,15,16,16
Gabriel Pereira,Female,18,Rural,Greater Than 3,Living Together,Secondary Education,Primary Education (4Th Grade),Other,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,5,3,3,1,1,4,4,8,8,8
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Other,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,No,Yes,Yes,No,5,3,4,1,3,3,2,17,18,17
Gabriel Pereira,Male,17,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,Secondary Education,Services,Services,Reputation,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,No,Yes,Yes,No,5,3,3,1,3,3,0,10,11,11
Gabriel Pereira,Male,18,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),At Home,Other,Course,Mother,Greater Than 1 Hour,2 To 5 Hours,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4,3,2,4,5,3,2,9,10,11
Gabriel Pereira,Female,17,Urban,Greater Than 3,Apart,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Course,Mother,15 To 30 Min,5 To 10 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,3,2,3,1,2,3,0,15,15,16
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Living Together,Higher Education,Secondary Education,Health,Other,Reputation,Father,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,3,2,3,1,2,3,0,14,12,12
Gabriel Pereira,Male,17,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Course,Father,15 To 30 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,5,2,1,1,1,0,12,13,13
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4,5,5,1,3,2,0,13,13,13
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Health,Other,Reputation,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,2,4,2,4,1,0,13,13,14
Gabriel Pereira,Male,16,Urban,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,Other,Home,Mother,15 To 30 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,3,4,2,1,1,5,2,9,9,9
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,At Home,Other,Reputation,Mother,15 To 30 Min,5 To 10 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,5,3,3,1,3,2,0,12,12,12
Gabriel Pereira,Male,17,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Home,Father,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,No,Yes,Yes,Yes,4,4,2,5,5,4,0,16,16,16
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Home,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,Yes,Yes,4,5,2,1,1,5,4,9,10,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Apart,Higher Education,Primary Education (4Th Grade),Other,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,5,3,3,1,2,5,0,14,13,13
Gabriel Pereira,Female,18,Urban,Less Or Equal To 3,Apart,5Th To 9Th Grade,Higher Education,Services,Other,Course,Mother,15 To 30 Min,2 To 5 Hours,1,No,Yes,No,No,Yes,Yes,Yes,No,4,3,3,1,1,3,18,10,10,10
Gabriel Pereira,Female,18,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,At Home,Services,Course,Mother,Less Than 15 Min,2 To 5 Hours,1,No,Yes,No,No,No,Yes,Yes,Yes,5,3,1,1,1,5,16,9,8,10
Gabriel Pereira,Female,18,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Other,Other,Course,Mother,15 To 30 Min,Less Than 2 Hours,1,No,No,No,No,Yes,No,Yes,No,4,1,1,1,1,3,14,8,7,7
Gabriel Pereira,Male,18,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,At Home,Course,Other,Less Than 15 Min,Less Than 2 Hours,1,No,Yes,No,Yes,No,No,Yes,Yes,4,4,3,2,2,1,26,7,8,8
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,Yes,No,Yes,Yes,No,4,2,1,1,2,5,6,10,8,9
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Other,Other,Course,Father,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,No,No,5,4,2,1,1,3,4,14,14,15
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,At Home,Course,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,3,2,1,2,4,10,11,10,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),5Th To 9Th Grade,Other,Other,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,Yes,No,Yes,No,5,3,5,1,2,5,4,12,11,11
Gabriel Pereira,Female,17,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),At Home,Services,Course,Mother,30 Min To 1 Hour,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,No,No,2,1,1,1,1,3,2,13,13,13
Gabriel Pereira,Female,17,Rural,Less Or Equal To 3,Apart,Primary Education (4Th Grade),Higher Education,Other,Other,Course,Other,Greater Than 1 Hour,Less Than 2 Hours,1,No,Yes,No,No,Yes,Yes,Yes,No,5,5,4,1,1,5,14,9,9,8
Gabriel Pereira,Male,18,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Services,Reputation,Father,Less Than 15 Min,2 To 5 Hours,0,No,No,No,No,Yes,No,Yes,No,5,5,4,3,5,2,16,8,7,8
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Apart,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Home,Mother,Less Than 15 Min,Less Than 2 Hours,1,No,Yes,No,No,No,No,Yes,No,3,1,2,1,1,1,8,11,9,10
Gabriel Pereira,Female,17,Rural,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,Other,Course,Mother,15 To 30 Min,5 To 10 Hours,0,No,No,No,Yes,Yes,Yes,Yes,No,4,3,3,1,3,5,4,15,14,15
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Apart,Higher Education,5Th To 9Th Grade,Teacher,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,No,No,4,3,2,1,1,4,4,15,14,14
Gabriel Pereira,Male,17,Urban,Less Or Equal To 3,Living Together,Higher Education,Secondary Education,Health,Other,Course,Mother,15 To 30 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,2,5,5,1,4,5,8,15,15,15
Gabriel Pereira,Male,17,Rural,Less Or Equal To 3,Apart,Higher Education,Higher Education,Teacher,Other,Course,Mother,15 To 30 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,3,3,3,2,3,4,0,12,12,12
Gabriel Pereira,Male,16,Urban,Less Or Equal To 3,Living Together,Higher Education,Secondary Education,Teacher,Other,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,Yes,No,Yes,Yes,No,5,4,5,1,1,3,7,14,14,15
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Services,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,Yes,Yes,Yes,Yes,Yes,No,5,3,2,1,2,5,4,14,15,15
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Services,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,5,3,1,1,4,5,2,11,11,12
Gabriel Pereira,Male,17,Rural,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,Other,Home,Father,15 To 30 Min,5 To 10 Hours,0,No,No,No,No,No,Yes,Yes,Yes,4,3,3,1,1,1,2,13,14,15
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Services,Other,Home,Mother,15 To 30 Min,5 To 10 Hours,0,No,Yes,No,No,Yes,Yes,Yes,Yes,4,2,2,2,3,5,10,11,11,11
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,No,No,No,No,Yes,No,Yes,4,3,2,1,1,4,10,10,9,10
Gabriel Pereira,Female,18,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Course,Other,15 To 30 Min,5 To 10 Hours,0,No,Yes,No,No,No,Yes,Yes,Yes,4,4,4,1,1,3,10,12,10,11
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Course,Mother,30 Min To 1 Hour,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,Yes,No,4,3,3,1,1,4,7,15,16,16
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,Services,Course,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,No,No,4,3,4,1,2,5,4,11,10,11
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,Other,Other,Course,Father,15 To 30 Min,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,Yes,No,5,2,2,1,1,2,2,9,12,13
Gabriel Pereira,Male,22,Urban,Greater Than 3,Living Together,Secondary Education,Primary Education (4Th Grade),Services,Services,Other,Mother,Less Than 15 Min,Less Than 2 Hours,3,No,No,No,No,No,No,Yes,Yes,5,4,5,5,5,1,12,7,8,5
Gabriel Pereira,Male,18,Rural,Less Or Equal To 3,Living Together,Secondary Education,Secondary Education,Other,Services,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,Yes,4,3,3,1,3,5,8,10,9,10
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,None,5Th To 9Th Grade,Other,Other,Other,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,No,Yes,Yes,No,4,3,2,2,4,5,0,11,12,11
Gabriel Pereira,Male,18,Urban,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Services,Other,Course,Mother,15 To 30 Min,Less Than 2 Hours,0,No,No,No,No,Yes,No,Yes,No,4,4,5,2,4,5,8,7,8,7
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,At Home,Other,Reputation,Other,30 Min To 1 Hour,2 To 5 Hours,1,Yes,Yes,No,No,No,Yes,Yes,No,5,3,3,1,3,2,4,9,11,10
Gabriel Pereira,Male,18,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Services,Services,Other,Mother,Less Than 15 Min,Less Than 2 Hours,2,No,No,No,No,No,No,Yes,No,3,2,5,2,5,5,4,7,8,6
Gabriel Pereira,Male,16,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Course,Mother,15 To 30 Min,Less Than 2 Hours,0,No,No,No,Yes,No,Yes,No,No,3,3,2,1,3,3,2,14,13,12
Gabriel Pereira,Male,17,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,No,Yes,Yes,No,4,4,2,2,4,5,0,12,12,13
Gabriel Pereira,Male,17,Urban,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Health,Other,Course,Mother,15 To 30 Min,Less Than 2 Hours,1,No,Yes,No,Yes,Yes,Yes,Yes,No,4,4,4,1,2,5,0,9,10,10
Gabriel Pereira,Female,18,Urban,Less Or Equal To 3,Apart,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,No,Yes,Yes,Yes,4,3,4,1,3,5,2,12,12,13
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Living Together,Higher Education,5Th To 9Th Grade,Teacher,Services,Reputation,Mother,Less Than 15 Min,Greater Than 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,2,3,1,1,4,2,14,15,17
Gabriel Pereira,Female,19,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Services,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,4,3,3,1,1,5,0,10,10,11
Gabriel Pereira,Male,18,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Services,Other,Course,Mother,30 Min To 1 Hour,2 To 5 Hours,1,No,No,No,Yes,No,No,Yes,No,4,4,5,4,4,5,4,11,10,11
Gabriel Pereira,Female,17,Rural,Greater Than 3,Living Together,Higher Education,5Th To 9Th Grade,Other,Other,Course,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,3,4,1,3,5,2,11,12,14
Gabriel Pereira,Female,18,Urban,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,At Home,Home,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,No,No,Yes,No,No,4,4,3,2,3,3,4,11,12,14
Gabriel Pereira,Female,18,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,No,No,No,Yes,Yes,No,No,3,2,3,1,1,5,4,11,11,13
Gabriel Pereira,Male,19,Urban,Less Or Equal To 3,Apart,Higher Education,Secondary Education,Services,At Home,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,4,3,1,1,1,1,4,11,13,14
Gabriel Pereira,Male,18,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,No,5,2,4,1,2,4,2,16,16,16
Gabriel Pereira,Male,17,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Services,Other,Mother,15 To 30 Min,Less Than 2 Hours,0,No,No,No,No,No,No,No,No,5,2,2,1,1,4,0,9,10,10
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Services,Course,Father,Less Than 15 Min,Greater Than 10 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,3,4,1,1,1,2,2,10,11,12
Gabriel Pereira,Female,20,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Course,Other,15 To 30 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,2,3,1,2,2,8,10,12,12
Gabriel Pereira,Female,18,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Services,Other,Home,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,Yes,3,1,2,1,3,2,2,15,15,15
Gabriel Pereira,Male,18,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Teacher,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,No,Yes,Yes,No,4,3,2,1,1,3,2,10,10,11
Gabriel Pereira,Male,18,Rural,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Other,Other,Course,Mother,Less Than 15 Min,5 To 10 Hours,0,No,No,No,Yes,No,Yes,No,No,5,3,2,1,1,3,2,10,11,12
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Other,Other,Home,Mother,Less Than 15 Min,5 To 10 Hours,0,No,No,No,Yes,No,Yes,No,No,3,2,3,1,1,4,2,15,12,13
Gabriel Pereira,Female,18,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,At Home,Services,Home,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,3,3,1,1,3,0,11,12,13
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Home,Father,15 To 30 Min,Less Than 2 Hours,0,No,No,No,No,Yes,No,Yes,No,4,4,4,2,3,4,8,8,8,9
Gabriel Pereira,Male,18,Rural,Less Or Equal To 3,Apart,Secondary Education,Higher Education,Other,Other,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,2,5,3,4,1,6,15,16,16
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,Secondary Education,Primary Education (4Th Grade),Services,Other,Other,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,5,4,4,3,4,5,0,11,11,14
Gabriel Pereira,Female,18,Rural,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Other,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,No,4,3,4,2,2,4,8,10,11,12
Gabriel Pereira,Male,18,Urban,Greater Than 3,Living Together,Higher Education,5Th To 9Th Grade,Health,Other,Reputation,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,5,4,5,1,3,5,4,10,12,14
Gabriel Pereira,Female,18,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,No,Yes,Yes,4,3,5,1,2,3,12,8,9,10
Gabriel Pereira,Female,19,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Other,Services,Home,Other,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,3,5,3,3,5,16,11,12,12
Gabriel Pereira,Female,18,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,Other,Services,Reputation,Father,Less Than 15 Min,Greater Than 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,5,5,1,3,2,10,16,16,16
